feature_group,noise_intensity,seed,total_clipped_values,clipped_log_return_1d,clipped_return_5d,clipped_return_20d,clipped_volatility_5d,clipped_volatility_20d,clipped_downside_volatility_20d,clipped_price_to_ma_10,clipped_price_to_ma_50,clipped_rsi_14,clipped_volume_ratio_20d,clipped_intraday_range
returns,0.05,26,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.05,27,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.05,28,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.05,29,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,2,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,3,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,4,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,5,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,6,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,7,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,8,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,9,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,10,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,11,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,12,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,13,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,14,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,15,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,16,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,17,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,18,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,19,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,20,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,21,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,22,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,23,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,24,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,25,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,26,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,27,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,28,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.1,29,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,2,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,3,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,4,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,5,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,6,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,7,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,8,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,9,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,10,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,11,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,12,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,13,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,14,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,15,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,16,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,17,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,18,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,19,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,20,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,21,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,22,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,23,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,24,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,25,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,26,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,27,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,28,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.2,29,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,5,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,6,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,7,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,8,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,9,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,10,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,11,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,12,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,13,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,14,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,15,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,16,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,17,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,18,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,19,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,20,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,21,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,22,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,23,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,24,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,25,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,26,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,27,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,28,0,0,0,0,0,0,0,0,0,0,0,0
returns,0.5,29,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,7,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,8,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,9,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,11,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,12,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,13,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,14,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,15,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,16,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,17,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,18,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,19,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,20,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,21,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,22,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,23,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,24,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,25,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,26,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,27,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,28,0,0,0,0,0,0,0,0,0,0,0,0
returns,1.0,29,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,2,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,3,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,4,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,5,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,6,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,7,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,8,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,9,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,10,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,11,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,12,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,13,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,14,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,15,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,16,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,17,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,18,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,19,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,20,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,21,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,22,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,23,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,24,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,25,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,26,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,27,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,28,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.05,29,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,1,1,0,0,0,1,0,0,0,0,0,0,0
volatility,0.1,2,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,3,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,4,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,5,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,6,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,7,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,8,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,9,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,10,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,11,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,12,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,13,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,14,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,15,1,0,0,0,0,0,1,0,0,0,0,0
volatility,0.1,16,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,17,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,18,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,19,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,20,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,21,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,22,1,0,0,0,1,0,0,0,0,0,0,0
volatility,0.1,23,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,24,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,25,1,0,0,0,0,0,1,0,0,0,0,0
volatility,0.1,26,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,27,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,28,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.1,29,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0.2,0,2,0,0,0,1,0,1,0,0,0,0,0
volatility,0.2,1,3,0,0,0,2,0,1,0,0,0,0,0
volatility,0.2,2,4,0,0,0,2,0,2,0,0,0,0,0
volatility,0.2,3,5,0,0,0,4,0,1,0,0,0,0,0
volatility,0.2,4,4,0,0,0,4,0,0,0,0,0,0,0
volatility,0.2,5,4,0,0,0,4,0,0,0,0,0,0,0
volatility,0.2,6,6,0,0,0,3,0,3,0,0,0,0,0
volatility,0.2,7,3,0,0,0,3,0,0,0,0,0,0,0
volatility,0.2,8,4,0,0,0,3,0,1,0,0,0,0,0
volatility,0.2,9,3,0,0,0,2,0,1,0,0,0,0,0
volatility,0.2,10,3,0,0,0,2,0,1,0,0,0,0,0
volatility,0.2,11,6,0,0,0,3,0,3,0,0,0,0,0
volatility,0.2,12,4,0,0,0,4,0,0,0,0,0,0,0
volatility,0.2,13,4,0,0,0,4,0,0,0,0,0,0,0
volatility,0.2,14,5,0,0,0,5,0,0,0,0,0,0,0
volatility,0.2,15,3,0,0,0,1,0,2,0,0,0,0,0
volatility,0.2,16,4,0,0,0,3,0,1,0,0,0,0,0
volatility,0.2,17,3,0,0,0,3,0,0,0,0,0,0,0
volatility,0.2,18,1,0,0,0,1,0,0,0,0,0,0,0
volatility,0.2,19,4,0,0,0,3,0,1,0,0,0,0,0
volatility,0.2,20,3,0,0,0,2,0,1,0,0,0,0,0
volatility,0.2,21,2,0,0,0,2,0,0,0,0,0,0,0
volatility,0.2,22,3,0,0,0,2,0,1,0,0,0,0,0
volatility,0.2,23,4,0,0,0,3,0,1,0,0,0,0,0
volatility,0.2,24,4,0,0,0,4,0,0,0,0,0,0,0
volatility,0.2,25,6,0,0,0,4,0,2,0,0,0,0,0
volatility,0.2,26,5,0,0,0,5,0,0,0,0,0,0,0
volatility,0.2,27,5,0,0,0,4,0,1,0,0,0,0,0
volatility,0.2,28,1,0,0,0,1,0,0,0,0,0,0,0
volatility,0.2,29,2,0,0,0,1,0,1,0,0,0,0,0
volatility,0.5,0,79,0,0,0,56,6,17,0,0,0,0,0
volatility,0.5,1,82,0,0,0,47,10,25,0,0,0,0,0
volatility,0.5,2,74,0,0,0,47,6,21,0,0,0,0,0
volatility,0.5,3,91,0,0,0,55,9,27,0,0,0,0,0
volatility,0.5,4,84,0,0,0,46,10,28,0,0,0,0,0
volatility,0.5,5,71,0,0,0,44,7,20,0,0,0,0,0
volatility,0.5,6,90,0,0,0,59,6,25,0,0,0,0,0
volatility,0.5,7,71,0,0,0,46,4,21,0,0,0,0,0
volatility,0.5,8,71,0,0,0,41,4,26,0,0,0,0,0
volatility,0.5,9,97,0,0,0,57,9,31,0,0,0,0,0
volatility,0.5,10,79,0,0,0,44,6,29,0,0,0,0,0
volatility,0.5,11,76,0,0,0,46,8,22,0,0,0,0,0
volatility,0.5,12,93,0,0,0,51,12,30,0,0,0,0,0
volatility,0.5,13,71,0,0,0,41,8,22,0,0,0,0,0
volatility,0.5,14,64,0,0,0,42,5,17,0,0,0,0,0
volatility,0.5,15,69,0,0,0,37,11,21,0,0,0,0,0
volatility,0.5,16,83,0,0,0,46,11,26,0,0,0,0,0
volatility,0.5,17,80,0,0,0,51,4,25,0,0,0,0,0
volatility,0.5,18,85,0,0,0,53,5,27,0,0,0,0,0
volatility,0.5,19,71,0,0,0,45,7,19,0,0,0,0,0
volatility,0.5,20,101,0,0,0,58,15,28,0,0,0,0,0
volatility,0.5,21,69,0,0,0,47,6,16,0,0,0,0,0
volatility,0.5,22,75,0,0,0,45,7,23,0,0,0,0,0
volatility,0.5,23,74,0,0,0,44,7,23,0,0,0,0,0
volatility,0.5,24,90,0,0,0,52,13,25,0,0,0,0,0
volatility,0.5,25,83,0,0,0,54,4,25,0,0,0,0,0
volatility,0.5,26,79,0,0,0,52,6,21,0,0,0,0,0
volatility,0.5,27,76,0,0,0,48,11,17,0,0,0,0,0
volatility,0.5,28,76,0,0,0,48,9,19,0,0,0,0,0
volatility,0.5,29,84,0,0,0,49,10,25,0,0,0,0,0
volatility,1.0,0,412,0,0,0,197,83,132,0,0,0,0,0
volatility,1.0,1,404,0,0,0,168,84,152,0,0,0,0,0
volatility,1.0,2,422,0,0,0,186,103,133,0,0,0,0,0
volatility,1.0,3,423,0,0,0,186,95,142,0,0,0,0,0
volatility,1.0,4,391,0,0,0,156,98,137,0,0,0,0,0
volatility,1.0,5,416,0,0,0,173,115,128,0,0,0,0,0
volatility,1.0,6,443,0,0,0,190,102,151,0,0,0,0,0
volatility,1.0,7,435,0,0,0,204,93,138,0,0,0,0,0
volatility,1.0,8,438,0,0,0,181,109,148,0,0,0,0,0
volatility,1.0,9,457,0,0,0,210,112,135,0,0,0,0,0
volatility,1.0,10,445,0,0,0,190,109,146,0,0,0,0,0
volatility,1.0,11,403,0,0,0,164,102,137,0,0,0,0,0
volatility,1.0,12,413,0,0,0,172,95,146,0,0,0,0,0
volatility,1.0,13,393,0,0,0,158,98,137,0,0,0,0,0
volatility,1.0,14,401,0,0,0,175,99,127,0,0,0,0,0
volatility,1.0,15,421,0,0,0,157,104,160,0,0,0,0,0
volatility,1.0,16,444,0,0,0,177,97,170,0,0,0,0,0
volatility,1.0,17,416,0,0,0,183,97,136,0,0,0,0,0
volatility,1.0,18,448,0,0,0,185,109,154,0,0,0,0,0
volatility,1.0,19,438,0,0,0,200,99,139,0,0,0,0,0
volatility,1.0,20,456,0,0,0,193,103,160,0,0,0,0,0
volatility,1.0,21,403,0,0,0,186,94,123,0,0,0,0,0
volatility,1.0,22,424,0,0,0,182,101,141,0,0,0,0,0
volatility,1.0,23,417,0,0,0,163,104,150,0,0,0,0,0
volatility,1.0,24,409,0,0,0,179,93,137,0,0,0,0,0
volatility,1.0,25,426,0,0,0,182,94,150,0,0,0,0,0
volatility,1.0,26,413,0,0,0,182,96,135,0,0,0,0,0
volatility,1.0,27,396,0,0,0,194,86,116,0,0,0,0,0
volatility,1.0,28,416,0,0,0,193,99,124,0,0,0,0,0
volatility,1.0,29,458,0,0,0,178,124,156,0,0,0,0,0
momentum,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.05,1,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.05,2,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.05,3,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.05,4,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.05,5,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.05,6,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.05,7,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.05,8,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.05,9,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.05,10,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.05,11,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.05,12,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.05,13,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.05,14,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.05,15,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.05,16,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.05,17,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.05,18,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.05,19,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.05,20,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.05,21,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.05,22,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.05,23,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.05,24,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.05,25,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.05,26,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.05,27,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.05,28,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.05,29,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.1,1,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.1,2,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.1,3,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.1,4,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.1,5,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.1,6,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.1,7,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.1,8,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.1,9,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.1,10,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.1,11,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.1,12,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.1,13,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.1,14,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.1,15,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.1,16,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.1,17,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.1,18,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.1,19,2,0,0,0,0,0,0,0,0,2,0,0
momentum,0.1,20,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.1,21,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.1,22,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.1,23,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.1,24,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.1,25,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.1,26,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.1,27,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.1,28,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.1,29,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.2,0,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.2,1,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.2,2,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.2,3,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.2,4,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.2,5,3,0,0,0,0,0,0,0,0,3,0,0
momentum,0.2,6,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.2,7,2,0,0,0,0,0,0,0,0,2,0,0
momentum,0.2,8,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.2,9,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.2,10,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.2,11,2,0,0,0,0,0,0,0,0,2,0,0
momentum,0.2,12,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.2,13,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.2,14,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.2,15,2,0,0,0,0,0,0,0,0,2,0,0
momentum,0.2,16,2,0,0,0,0,0,0,0,0,2,0,0
momentum,0.2,17,2,0,0,0,0,0,0,0,0,2,0,0
momentum,0.2,18,2,0,0,0,0,0,0,0,0,2,0,0
momentum,0.2,19,2,0,0,0,0,0,0,0,0,2,0,0
momentum,0.2,20,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.2,21,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.2,22,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.2,23,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.2,24,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.2,25,2,0,0,0,0,0,0,0,0,2,0,0
momentum,0.2,26,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.2,27,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.2,28,0,0,0,0,0,0,0,0,0,0,0,0
momentum,0.2,29,1,0,0,0,0,0,0,0,0,1,0,0
momentum,0.5,0,5,0,0,0,0,0,0,0,0,5,0,0
momentum,0.5,1,5,0,0,0,0,0,0,0,0,5,0,0
momentum,0.5,2,4,0,0,0,0,0,0,0,0,4,0,0
momentum,0.5,3,8,0,0,0,0,0,0,0,0,8,0,0
momentum,0.5,4,8,0,0,0,0,0,0,0,0,8,0,0
momentum,0.5,5,6,0,0,0,0,0,0,0,0,6,0,0
momentum,0.5,6,6,0,0,0,0,0,0,0,0,6,0,0
momentum,0.5,7,5,0,0,0,0,0,0,0,0,5,0,0
momentum,0.5,8,4,0,0,0,0,0,0,0,0,4,0,0
momentum,0.5,9,8,0,0,0,0,0,0,0,0,8,0,0
momentum,0.5,10,9,0,0,0,0,0,0,0,0,9,0,0
momentum,0.5,11,6,0,0,0,0,0,0,0,0,6,0,0
momentum,0.5,12,4,0,0,0,0,0,0,0,0,4,0,0
momentum,0.5,13,6,0,0,0,0,0,0,0,0,6,0,0
momentum,0.5,14,6,0,0,0,0,0,0,0,0,6,0,0
momentum,0.5,15,10,0,0,0,0,0,0,0,0,10,0,0
momentum,0.5,16,7,0,0,0,0,0,0,0,0,7,0,0
